event_id,entity_id,entity_type,role,timestamp,source_ip,geo_city,geo_lat,geo_lon,resource_accessed,auth_result,bytes_out,device_os,device_mac,protocol,session_id,label,scenario
9792,U0012,user,contractor,2026-06-02 10:43:15,12.238.241.200,Mumbai,19.0776,72.8763,/app/tickets,FAILURE,3297.2,Ubuntu 22.04,08:1f:11:d3:e3:27,OPC-UA,U0012_69,normal,normal
9793,U0065,user,sre,2026-06-02 10:43:18,129.12.237.175,Pune,18.4971,73.8566,/app/tickets,SUCCESS,2551.5,macOS 14.5,0e:ca:a7:9e:0d:bf,OPC-UA,U0065_69,normal,normal
9794,U0187,user,manager,2026-06-02 10:43:30,167.62.56.84,Pune,18.5445,73.8534,/app/dashboard,SUCCESS,1182.5,Yocto 4.0,cf:85:bb:20:38:db,MQTT,U0187_69,normal,normal
9795,D0009,edge_device,gateway,2026-06-02 10:43:45,160.9.154.90,Pune,18.5085,73.8378,fn:alarm,SUCCESS,3037.9,RHEL 9.3,11:43:72:57:49:a5,MQTT,D0009_69,normal,normal
9796,S0021,service_account,ci_runner,2026-06-02 10:43:49,180.29.123.228,Bengaluru,12.9822,77.6004,api:/v1/sync,SUCCESS,65792.6,FreeRTOS 10.4,c6:63:4a:71:cc:0f,RDP,S0021_69,normal,normal
9797,D0045,edge_device,meter,2026-06-02 10:43:52,36.199.150.34,Mumbai,19.0582,72.871,fn:alarm,SUCCESS,3952.9,RHEL 9.3,25:b6:6e:09:48:e0,HTTPS,D0045_69,normal,normal
9798,U0061,user,sre,2026-06-02 10:43:54,64.27.217.37,Mumbai,19.0929,72.8811,/app/crm,SUCCESS,2973.5,macOS 14.5,94:85:bb:bc:4b:d8,RDP,U0061_69,normal,normal
9799,U0180,user,contractor,2026-06-02 10:44:07,120.130.235.20,Bengaluru,12.9779,77.5743,/app/email,SUCCESS,1378.8,Yocto 4.0,40:5a:aa:68:6d:2a,RDP,U0180_69,normal,normal
9800,D0131,edge_device,fire_panel,2026-06-02 10:44:10,92.30.140.121,Mumbai,19.0669,72.8915,fn:telemetry,SUCCESS,1613.3,macOS 14.5,b9:81:5a:28:29:c0,SSH,D0131_69,normal,normal
9801,U0029,user,field_engineer,2026-06-02 10:44:11,121.249.191.5,Chennai,13.0749,80.269,/app/email,SUCCESS,6801.2,iOS 17.5,81:0d:11:9d:01:0a,SSH,U0029_69,normal,normal
9802,U0119,user,plant_operator,2026-06-02 10:44:18,43.159.235.168,Singapore,1.3586,103.834,/app/billing,SUCCESS,15535.9,Windows 11.22631,53:b0:9d:ac:8e:ae,Modbus/TCP,U0119_69,normal,normal
9803,U0105,user,contractor,2026-06-02 10:44:25,58.49.190.148,Mumbai,19.0762,72.8928,/app/admin_console,SUCCESS,12227.2,Windows 10.0.19045,a0:f2:c3:66:0f:d4,HTTPS,U0105_69,normal,normal
9804,U0004,user,sre,2026-06-02 10:44:57,17.250.54.30,Chennai,13.0986,80.2698,/app/wiki,SUCCESS,3941.1,Ubuntu 20.04,68:fd:d9:08:3b:d1,HTTPS,U0004_69,normal,normal
9805,U0175,user,sre,2026-06-02 10:45:14,186.224.86.21,Mumbai,19.0917,72.8877,/app/hr,SUCCESS,2937.6,FreeRTOS 10.4,eb:cb:01:a9:2b:d7,HTTPS,U0175_69,normal,normal
9806,U0008,user,analyst,2026-06-02 10:45:26,179.43.76.100,Bengaluru,12.95,77.5975,/app/dashboard,SUCCESS,19758.7,VxWorks 7,fc:94:71:58:9c:96,RDP,U0008_69,normal,normal
9807,S0009,service_account,scanner_svc,2026-06-02 10:45:27,27.252.83.173,Delhi,28.7186,77.0999,api:/v1/sync,SUCCESS,465.3,RHEL 9.3,52:70:01:97:98:50,RDP,S0009_69,normal,normal
9808,D0008,edge_device,plc,2026-06-02 10:45:29,194.221.44.191,Mumbai,19.0835,72.8845,fn:diagnostics,SUCCESS,3263.2,macOS 14.5,45:eb:10:34:50:8e,SSH,D0008_69,normal,normal
9809,D0037,edge_device,meter,2026-06-02 10:45:31,118.254.120.141,Chennai,13.0835,80.2857,fn:port:1883,SUCCESS,1241.6,RHEL 9.3,20:cd:b2:db:17:35,LDAP,D0037_69,normal,normal
9810,U0153,user,sre,2026-06-02 10:45:44,11.46.194.19,Singapore,1.3552,103.8104,/app/hr,SUCCESS,7994.8,macOS 14.5,25:49:46:2c:19:c2,SMB,U0153_69,normal,normal
9811,U0201,user,contractor,2026-06-02 10:45:52,204.1.76.237,Bengaluru,12.9684,77.6012,/app/tickets,SUCCESS,704.5,Ubuntu 22.04,93:a2:e4:60:3c:eb,OPC-UA,U0201_69,normal,normal
9812,U0177,user,manager,2026-06-02 10:45:58,59.127.30.84,Hyderabad,17.3898,78.4828,/app/admin_console,SUCCESS,11887.5,RHEL 9.3,c7:d0:b1:be:10:57,OPC-UA,U0177_69,normal,normal
9813,D0064,edge_device,fire_panel,2026-06-02 10:46:02,55.221.110.249,Chennai,13.0645,80.2573,fn:diagnostics,SUCCESS,6900.9,Ubuntu 22.04,2e:e9:54:03:65:73,Modbus/TCP,D0064_69,normal,normal
9814,D0020,edge_device,plc,2026-06-02 10:46:10,36.167.71.20,Pune,18.5314,73.8537,fn:alarm,SUCCESS,4184.3,FreeRTOS 10.4,b1:d0:e8:e0:2e:c4,MQTT,D0020_69,normal,normal
9815,U0088,user,plant_operator,2026-06-02 10:46:10,27.245.201.65,London,51.516,-0.1293,/app/dashboard,SUCCESS,121260.3,QNX 7.1,d9:2f:ed:97:f5:df,Modbus/TCP,U0088_69,normal,normal
9816,U0167,user,plant_operator,2026-06-02 10:46:10,72.232.110.191,Delhi,28.6976,77.1006,/app/reports,SUCCESS,3324.6,Windows 11.22631,f5:e8:0c:e6:f1:d3,RDP,U0167_69,normal,normal
9817,D0020,edge_device,plc,2026-06-02 10:46:21,36.167.71.92,Pune,18.5138,73.867,fn:setpoint,SUCCESS,19777.3,FreeRTOS 10.4,b1:d0:e8:e0:2e:c4,MQTT,D0020_69,normal,normal
9818,D0138,edge_device,hvac_controller,2026-06-02 10:46:34,197.159.105.114,Bengaluru,12.9798,77.6074,fn:config,SUCCESS,14873.3,iOS 17.5,be:7f:4f:e9:a9:e1,SSH,D0138_69,normal,normal
9819,D0109,edge_device,gateway,2026-06-02 10:46:46,19.86.214.84,Mumbai,19.0828,72.8646,fn:alarm,SUCCESS,3777.8,FreeRTOS 10.4,9e:09:8f:8f:51:bd,LDAP,D0109_69,normal,normal
9820,U0031,user,analyst,2026-06-02 10:47:22,141.109.200.155,Hyderabad,17.4094,78.4944,/app/hr,SUCCESS,4742.0,iOS 17.5,66:a1:f7:69:27:68,SMB,U0031_69,normal,normal
9821,U0023,user,contractor,2026-06-02 10:47:25,165.194.234.25,Bengaluru,12.9766,77.5842,/app/tickets,SUCCESS,1799.1,Yocto 4.0,84:7d:3c:98:23:ed,SMB,U0023_69,normal,normal
9822,U0092,user,analyst,2026-06-02 10:47:35,23.238.39.129,Bengaluru,12.9774,77.5985,/app/hr,SUCCESS,7543.3,FreeRTOS 10.4,88:11:e9:de:90:b4,MQTT,U0092_69,normal,normal
9823,D0137,edge_device,meter,2026-06-02 10:47:40,155.234.53.193,Bengaluru,12.9734,77.5956,fn:telemetry,SUCCESS,11438.0,Windows 11.22631,72:86:92:a8:fe:c1,HTTPS,D0137_69,normal,normal
9824,U0094,user,contractor,2026-06-02 10:47:45,92.49.99.251,Singapore,1.3392,103.8115,/app/vpn,SUCCESS,4768.4,Windows 11.22631,16:b8:13:90:c6:b8,MQTT,U0094_69,normal,normal
9825,U0112,user,plant_operator,2026-06-02 10:47:48,154.203.48.11,Pune,18.5351,73.8712,/app/crm,SUCCESS,6645.8,macOS 14.5,ca:73:f4:02:b8:cf,LDAP,U0112_69,normal,normal
9826,D0017,edge_device,plc,2026-06-02 10:48:00,112.99.130.72,Chennai,13.0766,80.2737,fn:diagnostics,SUCCESS,27174.9,Ubuntu 22.04,5a:c4:a3:35:8b:cf,HTTPS,D0017_69,normal,normal
9827,U0100,user,sre,2026-06-02 10:48:01,169.186.69.246,Pune,18.5191,73.8482,/app/crm,SUCCESS,4891.3,Android 14,1c:19:f3:cc:27:48,SSH,U0100_69,normal,normal
9828,U0088,user,plant_operator,2026-06-02 10:48:03,27.245.201.51,London,51.5016,-0.1364,/app/reports,SUCCESS,1341.3,QNX 7.1,d9:2f:ed:97:f5:df,Modbus/TCP,U0088_69,normal,normal
9829,U0120,user,field_engineer,2026-06-02 10:48:04,18.193.245.195,Singapore,1.3517,103.828,/app/tickets,SUCCESS,12637.8,RHEL 9.3,89:7f:15:9e:b7:ec,LDAP,U0120_69,normal,normal
9830,U0028,user,field_engineer,2026-06-02 10:48:05,36.196.215.113,Bengaluru,12.9663,77.5872,/app/dashboard,SUCCESS,4190.1,FreeRTOS 10.4,d1:d5:71:0a:74:33,HTTPS,U0028_69,normal,normal
9831,U0201,user,contractor,2026-06-02 10:48:22,204.1.76.47,Bengaluru,12.9798,77.6077,/app/email,SUCCESS,635.5,Ubuntu 22.04,93:a2:e4:60:3c:eb,OPC-UA,U0201_69,normal,normal
9832,S0031,service_account,ci_runner,2026-06-02 10:48:37,214.253.147.18,Bengaluru,12.9984,77.5897,api:/v1/sync,SUCCESS,3200.5,Yocto 4.0,e2:d9:e4:d4:61:ba,MQTT,S0031_69,normal,normal
9833,D0022,edge_device,hvac_controller,2026-06-02 10:48:44,26.121.25.67,Mumbai,19.0562,72.8746,fn:firmware_pull,SUCCESS,12469.1,FreeRTOS 10.4,c3:92:d5:6f:2f:26,SSH,D0022_69,normal,normal
9834,D0006,edge_device,hvac_controller,2026-06-02 10:48:46,19.102.222.56,Chennai,13.0916,80.2953,fn:port:502,SUCCESS,3470.0,Windows 11.22631,8b:31:6d:24:bb:ce,SMB,D0006_69,normal,normal
9835,D0006,edge_device,hvac_controller,2026-06-02 10:48:48,19.102.222.91,Chennai,13.079,80.26,fn:port:1883,SUCCESS,2468.9,Windows 11.22631,8b:31:6d:24:bb:ce,SMB,D0006_69,normal,normal
9836,S0028,service_account,backup_svc,2026-06-02 10:48:51,206.201.199.154,Bengaluru,12.9756,77.6091,api:/v1/secrets,SUCCESS,7327.2,QNX 7.1,5f:52:eb:91:4b:46,LDAP,S0028_69,normal,normal
9837,D0097,edge_device,gateway,2026-06-02 10:49:04,160.168.151.82,Mumbai,19.0745,72.8828,fn:setpoint,SUCCESS,3508.4,Ubuntu 20.04,39:e9:2a:f4:78:fe,RDP,D0097_69,normal,normal
9838,U0197,user,plant_operator,2026-06-02 10:49:09,155.181.55.48,Mumbai,19.0853,72.8649,/app/hr,SUCCESS,3666.5,FreeRTOS 10.4,9c:df:2c:9c:d3:46,OPC-UA,U0197_69,normal,normal
9839,S0013,service_account,scanner_svc,2026-06-02 10:49:21,159.55.172.36,Mumbai,19.0716,72.8872,api:/v1/backup,SUCCESS,22398.7,Ubuntu 20.04,be:c9:35:9d:7f:4a,Modbus/TCP,S0013_69,normal,normal
9840,D0125,edge_device,gateway,2026-06-02 10:49:22,173.72.62.163,Bengaluru,12.9737,77.5844,fn:setpoint,SUCCESS,2631.5,RHEL 9.3,29:67:5b:47:c5:54,OPC-UA,D0125_69,normal,normal
9841,S0015,service_account,etl_svc,2026-06-02 10:49:39,69.153.180.63,Chennai,13.1097,80.2586,api:/v1/auth,SUCCESS,10735.8,Windows 11.22631,fb:3e:f7:71:ea:e3,SMB,S0015_69,normal,normal
9842,D0107,edge_device,fire_panel,2026-06-02 10:49:41,28.29.6.64,Hyderabad,17.3763,78.4761,fn:port:1883,SUCCESS,3322.1,VxWorks 7,2d:99:cf:c3:f1:0d,MQTT,D0107_69,normal,normal
9843,U0187,user,manager,2026-06-02 10:49:42,167.62.56.103,Pune,18.5181,73.8479,/app/crm,SUCCESS,2278.3,Yocto 4.0,cf:85:bb:20:38:db,MQTT,U0187_69,normal,normal
9844,U0031,user,analyst,2026-06-02 10:49:45,141.109.200.77,Hyderabad,17.3836,78.483,/app/email,SUCCESS,3690.0,iOS 17.5,66:a1:f7:69:27:68,SMB,U0031_69,normal,normal
9845,U0071,user,manager,2026-06-02 10:49:56,160.124.112.80,Pune,18.5239,73.853,/app/billing,SUCCESS,3768.3,iOS 17.5,cf:55:ce:3e:66:e8,LDAP,U0071_69,normal,normal
9846,U0009,user,field_engineer,2026-06-02 10:50:07,182.68.243.31,Mumbai,19.0786,72.8898,/app/dashboard,SUCCESS,6747.3,Ubuntu 20.04,8a:84:d8:6f:48:05,RDP,U0009_69,normal,normal
9847,D0011,edge_device,plc,2026-06-02 10:50:15,39.241.170.71,Delhi,28.6997,77.1067,fn:diagnostics,SUCCESS,7479.7,Windows 11.22631,0e:64:56:50:86:21,SSH,D0011_69,normal,normal
9848,S0014,service_account,scanner_svc,2026-06-02 10:50:16,83.99.106.140,Bengaluru,12.9627,77.5826,api:/v1/metrics,SUCCESS,1011.3,QNX 7.1,e5:69:f7:91:62:00,Modbus/TCP,S0014_69,normal,normal
9849,U0101,user,sre,2026-06-02 10:50:18,42.63.78.32,Delhi,28.6976,77.097,/app/wiki,SUCCESS,867.4,macOS 14.5,20:b4:8c:d3:b3:26,HTTPS,U0101_69,normal,normal
9850,U0020,user,field_engineer,2026-06-02 10:50:20,46.106.154.120,Singapore,1.3452,103.8266,/app/source,SUCCESS,6771.8,Ubuntu 22.04,56:5d:80:5d:bb:53,MQTT,U0020_69,normal,normal
9851,D0082,edge_device,hvac_controller,2026-06-02 10:50:35,155.98.239.121,Delhi,28.6978,77.1064,fn:config,SUCCESS,9742.0,iOS 17.5,6d:07:04:38:3c:b7,Modbus/TCP,D0082_69,normal,normal
9852,D0117,edge_device,hvac_controller,2026-06-02 10:50:37,162.185.46.18,Mumbai,19.0694,72.8712,fn:diagnostics,SUCCESS,3913.9,macOS 14.5,1b:b3:6f:a2:90:45,SSH,D0117_69,normal,normal
9853,D0056,edge_device,camera,2026-06-02 10:50:42,30.196.113.235,Pune,18.5085,73.8457,fn:port:1883,SUCCESS,4831.3,Windows 10.0.19045,ab:74:c4:9d:c8:75,HTTPS,D0056_69,normal,normal
9854,D0047,edge_device,hvac_controller,2026-06-02 10:50:46,134.31.193.118,Chennai,13.0605,80.2903,fn:firmware_pull,SUCCESS,8058.2,Ubuntu 20.04,84:3f:a6:0c:5b:8b,MQTT,D0047_69,normal,normal
9855,U0071,user,manager,2026-06-02 10:50:55,160.124.112.195,Pune,18.516,73.8468,/app/admin_console,SUCCESS,3497.8,iOS 17.5,cf:55:ce:3e:66:e8,LDAP,U0071_69,normal,normal
9856,U0208,user,manager,2026-06-02 10:50:57,47.17.16.129,Bengaluru,12.9745,77.5838,/app/hr,FAILURE,8876.5,Ubuntu 20.04,d2:67:a3:08:bb:11,OPC-UA,U0208_69,normal,normal
9857,U0166,user,sre,2026-06-02 10:51:17,176.163.224.191,Mumbai,19.0758,72.8867,/app/crm,SUCCESS,4739.3,RHEL 9.3,ae:6b:de:1e:40:18,OPC-UA,U0166_69,normal,normal
9858,U0198,user,field_engineer,2026-06-02 10:51:33,40.78.233.57,Chennai,13.0918,80.2681,/app/dashboard,SUCCESS,1890.6,Android 14,dd:8f:0c:78:d2:a7,SSH,U0198_69,normal,normal
9859,D0118,edge_device,camera,2026-06-02 10:51:36,118.140.26.75,Mumbai,19.0633,72.9009,fn:alarm,SUCCESS,1427.5,FreeRTOS 10.4,d1:17:7a:a7:0f:63,RDP,D0118_69,normal,normal
9860,D0122,edge_device,gateway,2026-06-02 10:51:37,172.71.252.185,Hyderabad,17.3709,78.4824,fn:port:502,SUCCESS,566.9,iOS 17.5,3d:50:42:d4:17:bc,Modbus/TCP,D0122_69,normal,normal
9861,D0011,edge_device,plc,2026-06-02 10:51:41,39.241.170.173,Delhi,28.697,77.1069,fn:config,SUCCESS,11696.6,Windows 11.22631,0e:64:56:50:86:21,SSH,D0011_69,normal,normal
9862,D0104,edge_device,plc,2026-06-02 10:51:52,33.89.233.156,Mumbai,19.0623,72.859,fn:port:502,SUCCESS,5947.7,FreeRTOS 10.4,d6:2c:69:94:6e:6a,RDP,D0104_69,normal,normal
9863,U0193,user,field_engineer,2026-06-02 10:52:10,65.217.223.28,Hyderabad,17.3854,78.4867,/app/source,SUCCESS,3681.9,Windows 10.0.19045,46:b4:c6:fe:8d:01,SMB,U0193_69,normal,normal
9864,U0099,user,manager,2026-06-02 10:52:19,84.198.171.61,Bengaluru,12.9694,77.5993,/app/tickets,SUCCESS,8515.0,VxWorks 7,f4:b3:5e:98:6c:a0,SMB,U0099_69,normal,normal
9865,U0060,user,field_engineer,2026-06-02 10:52:40,173.197.229.137,Bengaluru,12.9601,77.5995,/app/admin_console,SUCCESS,4121.2,Windows 11.22631,fb:9c:fa:5a:f3:96,HTTPS,U0060_69,normal,normal
9866,D0050,edge_device,fire_panel,2026-06-02 10:52:51,131.35.36.206,Hyderabad,17.3908,78.4841,fn:diagnostics,SUCCESS,16012.5,Ubuntu 22.04,49:07:f5:4e:cd:e5,SMB,D0050_69,normal,normal
9867,D0080,edge_device,camera,2026-06-02 10:53:00,169.34.174.163,Chennai,13.0715,80.2754,fn:port:1883,SUCCESS,6849.4,RHEL 9.3,7d:cf:04:c0:45:ed,LDAP,D0080_69,normal,normal
9868,U0124,user,contractor,2026-06-02 10:53:02,214.68.9.132,Delhi,28.6948,77.1086,/app/admin_console,SUCCESS,1422.8,Ubuntu 20.04,a2:8b:14:8e:2c:80,Modbus/TCP,U0124_69,normal,normal
9869,D0029,edge_device,camera,2026-06-02 10:53:07,222.182.201.84,Delhi,28.7245,77.1173,fn:diagnostics,SUCCESS,3927.2,Windows 11.22631,8d:58:9b:8d:fb:ee,OPC-UA,D0029_69,normal,normal
9870,D0023,edge_device,fire_panel,2026-06-02 10:53:42,73.112.142.108,Mumbai,19.0874,72.8746,fn:telemetry,SUCCESS,9678.2,RHEL 9.3,4d:4f:e7:ac:18:f5,OPC-UA,D0023_69,normal,normal
9871,U0075,user,manager,2026-06-02 10:53:54,108.53.13.171,Chennai,13.0961,80.2892,/app/admin_console,FAILURE,1517.4,macOS 14.5,ab:c2:5a:52:c8:ad,SMB,U0075_69,normal,normal
9872,D0099,edge_device,gateway,2026-06-02 10:54:04,118.124.153.177,Hyderabad,17.4001,78.4912,fn:diagnostics,SUCCESS,2484.2,VxWorks 7,6f:97:ea:5e:d6:88,LDAP,D0099_69,normal,normal
9873,D0043,edge_device,hvac_controller,2026-06-02 10:54:05,155.144.21.134,Mumbai,19.0789,72.8916,fn:alarm,SUCCESS,1349.9,Ubuntu 22.04,88:ba:57:f2:fd:c3,MQTT,D0043_69,normal,normal
9874,D0018,edge_device,hvac_controller,2026-06-02 10:54:06,104.177.34.233,Delhi,28.7055,77.1228,fn:config,SUCCESS,335.0,FreeRTOS 10.4,eb:bf:7a:85:42:a8,SSH,D0018_69,normal,normal
9875,U0197,user,plant_operator,2026-06-02 10:54:23,155.181.55.101,Mumbai,19.0606,72.8711,/app/billing,SUCCESS,3311.3,FreeRTOS 10.4,9c:df:2c:9c:d3:46,OPC-UA,U0197_69,normal,normal
9876,U0089,user,sre,2026-06-02 10:54:30,38.30.224.42,Bengaluru,12.9931,77.5894,/app/crm,SUCCESS,883.3,Yocto 4.0,38:d5:11:48:b4:4d,OPC-UA,U0089_69,normal,normal
9877,U0100,user,sre,2026-06-02 10:54:33,169.186.69.104,Pune,18.5254,73.8591,/app/crm,SUCCESS,8633.3,Android 14,1c:19:f3:cc:27:48,SSH,U0100_69,normal,normal
9878,D0059,edge_device,fire_panel,2026-06-02 10:54:37,35.22.5.125,Chennai,13.0682,80.2624,fn:heartbeat,SUCCESS,15931.0,iOS 17.5,6a:dc:b3:24:19:5d,LDAP,D0059_69,normal,normal
9879,U0053,user,field_engineer,2026-06-02 10:54:46,153.176.15.212,Chennai,13.0741,80.2842,/app/wiki,SUCCESS,44640.4,Ubuntu 22.04,ca:81:1e:fc:43:01,LDAP,U0053_69,normal,normal
9880,U0041,user,manager,2026-06-02 10:54:52,26.202.165.136,Chennai,13.0764,80.2549,/app/dashboard,SUCCESS,18557.7,Windows 11.22631,38:8d:89:cc:43:eb,MQTT,U0041_69,normal,normal
9881,U0207,user,manager,2026-06-02 10:55:05,125.159.175.219,Delhi,28.7023,77.1013,/app/wiki,SUCCESS,3296.0,FreeRTOS 10.4,f0:1f:6c:3b:e5:89,HTTPS,U0207_69,normal,normal
9882,U0123,user,contractor,2026-06-02 10:55:08,170.253.2.141,London,51.4941,-0.1289,/app/wiki,SUCCESS,1353.8,VxWorks 7,1b:86:56:a2:b8:db,MQTT,U0123_69,normal,normal
9883,U0034,user,contractor,2026-06-02 10:55:10,99.94.180.44,Singapore,1.3524,103.8214,/app/vpn,SUCCESS,1858.1,Windows 11.22631,3d:99:aa:1e:81:5d,Modbus/TCP,U0034_69,normal,normal
9884,U0119,user,plant_operator,2026-06-02 10:55:18,43.159.235.41,Singapore,1.3431,103.8164,/app/tickets,SUCCESS,2643.2,Windows 11.22631,53:b0:9d:ac:8e:ae,Modbus/TCP,U0119_69,normal,normal
9885,D0059,edge_device,fire_panel,2026-06-02 10:55:19,35.22.5.228,Chennai,13.0764,80.2404,fn:alarm,SUCCESS,12913.6,iOS 17.5,6a:dc:b3:24:19:5d,LDAP,D0059_69,normal,normal
9886,U0075,user,manager,2026-06-02 10:55:22,108.53.13.123,Chennai,13.0844,80.2924,/app/email,SUCCESS,12420.0,macOS 14.5,ab:c2:5a:52:c8:ad,SMB,U0075_69,normal,normal
9887,D0032,edge_device,hvac_controller,2026-06-02 10:55:29,106.194.178.200,Hyderabad,17.3713,78.4788,fn:port:1883,SUCCESS,5348.2,Ubuntu 22.04,5a:10:72:42:1c:8e,Modbus/TCP,D0032_69,normal,normal
9888,S0003,service_account,scanner_svc,2026-06-02 10:55:34,47.170.219.248,Bengaluru,12.9742,77.6033,api:/v1/jobs,SUCCESS,7867.6,Ubuntu 20.04,2d:58:46:95:dc:98,SSH,S0003_69,normal,normal
9889,U0085,user,analyst,2026-06-02 10:55:50,216.144.97.74,Pune,18.5194,73.8517,/app/wiki,SUCCESS,3339.7,RHEL 9.3,4a:a7:59:8d:5e:51,LDAP,U0085_69,normal,normal
9890,U0155,user,field_engineer,2026-06-02 10:55:56,212.73.2.209,Chennai,13.07,80.2645,/app/deploy,SUCCESS,4034.3,FreeRTOS 10.4,00:10:fc:db:b4:d5,HTTPS,U0155_69,normal,normal
9891,D0010,edge_device,plc,2026-06-02 10:56:04,56.224.82.129,Pune,18.5096,73.8544,fn:port:502,SUCCESS,1016.5,Ubuntu 22.04,bd:17:dd:df:da:4b,HTTPS,D0010_69,normal,normal
9892,D0096,edge_device,plc,2026-06-02 10:56:09,204.165.79.93,Delhi,28.7104,77.0912,fn:port:502,SUCCESS,2608.5,Yocto 4.0,28:3e:4e:32:54:99,OPC-UA,D0096_69,normal,normal
9893,D0137,edge_device,meter,2026-06-02 10:56:17,155.234.53.185,Bengaluru,12.9834,77.591,fn:alarm,SUCCESS,7837.9,Windows 11.22631,72:86:92:a8:fe:c1,HTTPS,D0137_69,normal,normal
9894,D0106,edge_device,gateway,2026-06-02 10:56:22,154.5.223.79,Bengaluru,12.9643,77.5874,fn:diagnostics,SUCCESS,1400.7,iOS 17.5,bd:d2:37:72:da:2a,SMB,D0106_69,normal,normal
9895,S0039,service_account,ci_runner,2026-06-02 10:56:26,197.143.56.212,Bengaluru,12.971,77.5972,api:/v1/sync,SUCCESS,816.1,Windows 10.0.19045,b7:6d:4f:63:fc:6d,HTTPS,S0039_69,normal,normal
9896,S0024,service_account,backup_svc,2026-06-02 10:56:34,96.170.87.66,Bengaluru,12.9774,77.5943,api:/v1/backup,SUCCESS,1487.9,Android 14,c5:e1:34:ab:e9:a3,SSH,S0024_69,normal,normal
9897,D0139,edge_device,camera,2026-06-02 10:56:57,15.216.43.172,Mumbai,19.0841,72.8606,fn:port:502,SUCCESS,9041.6,iOS 17.5,81:9c:1c:76:9f:56,SMB,D0139_69,normal,normal
9898,D0137,edge_device,meter,2026-06-02 10:56:58,155.234.53.29,Bengaluru,12.9788,77.5896,fn:alarm,SUCCESS,1824.7,Windows 11.22631,72:86:92:a8:fe:c1,HTTPS,D0137_69,normal,normal
9899,S0015,service_account,etl_svc,2026-06-02 10:57:08,69.153.180.237,Chennai,13.0868,80.2854,api:/v1/auth,SUCCESS,9120.6,Windows 11.22631,fb:3e:f7:71:ea:e3,SMB,S0015_69,normal,normal
9900,U0143,user,manager,2026-06-02 10:57:37,67.216.108.48,Singapore,1.3436,103.8284,/app/dashboard,SUCCESS,919.2,Windows 10.0.19045,e0:2f:44:db:e3:e9,MQTT,U0143_69,normal,normal
9901,U0136,user,analyst,2026-06-02 10:57:45,72.121.4.112,Pune,18.5175,73.8567,/app/dashboard,SUCCESS,1472.6,Windows 11.22631,34:0d:b9:f1:fb:43,SMB,U0136_69,normal,normal
9902,S0032,service_account,scanner_svc,2026-06-02 10:57:46,102.198.203.112,Pune,18.5191,73.844,api:/v1/queue,SUCCESS,1955.6,QNX 7.1,f5:9b:3f:8f:b4:19,SMB,S0032_69,normal,normal
9903,U0028,user,field_engineer,2026-06-02 10:58:14,36.196.215.31,Bengaluru,12.9584,77.5993,/app/deploy,SUCCESS,6014.2,FreeRTOS 10.4,d1:d5:71:0a:74:33,HTTPS,U0028_69,normal,normal
9904,U0028,user,field_engineer,2026-06-02 10:58:23,36.196.215.149,Bengaluru,12.9657,77.6055,/app/vpn,SUCCESS,1849.2,FreeRTOS 10.4,d1:d5:71:0a:74:33,HTTPS,U0028_69,normal,normal
9905,U0077,user,sre,2026-06-02 10:58:27,107.208.11.134,Singapore,1.3513,103.817,/app/admin_console,SUCCESS,2075.2,Windows 11.22631,6b:64:8b:bc:95:41,RDP,U0077_69,normal,normal
9906,U0188,user,analyst,2026-06-02 10:58:27,177.138.111.94,Hyderabad,17.3984,78.4923,/app/crm,SUCCESS,3587.1,Yocto 4.0,3e:c1:35:5e:95:e1,SSH,U0188_69,normal,normal
9907,S0022,service_account,ci_runner,2026-06-02 10:58:41,61.111.173.187,Pune,18.5397,73.8637,api:/v1/secrets,SUCCESS,4173.0,Ubuntu 20.04,43:21:01:7f:fb:38,MQTT,S0022_69,normal,normal
9908,D0050,edge_device,fire_panel,2026-06-02 10:58:58,131.35.36.17,Hyderabad,17.3958,78.4989,fn:setpoint,SUCCESS,581.3,Ubuntu 22.04,49:07:f5:4e:cd:e5,SMB,D0050_69,normal,normal
9909,D0008,edge_device,plc,2026-06-02 10:59:04,194.221.44.44,Mumbai,19.0596,72.8818,fn:diagnostics,SUCCESS,7464.8,macOS 14.5,45:eb:10:34:50:8e,SSH,D0008_69,normal,normal
9910,S0025,service_account,ci_runner,2026-06-02 10:59:36,24.18.55.22,Mumbai,19.0719,72.8813,api:/v1/queue,SUCCESS,9368.9,Ubuntu 20.04,cd:80:88:a4:46:b5,HTTPS,S0025_69,normal,normal
9911,U0192,user,analyst,2026-06-02 10:59:37,76.38.109.246,Chennai,13.1027,80.272,/app/tickets,SUCCESS,1756.3,VxWorks 7,7a:60:aa:a5:4c:f6,Modbus/TCP,U0192_69,normal,normal
9912,U0055,user,field_engineer,2026-06-02 10:59:45,131.182.250.213,Mumbai,19.0684,72.8748,/app/reports,SUCCESS,11918.5,Windows 11.22631,6a:eb:83:f0:03:08,SMB,U0055_69,normal,normal
9913,D0083,edge_device,camera,2026-06-02 11:00:02,160.75.102.27,Hyderabad,17.3948,78.4674,fn:heartbeat,SUCCESS,1995.1,QNX 7.1,2d:f8:69:d6:c8:c7,LDAP,D0083_70,normal,normal
